frame,Ankle.R_x,Ankle.R_y,Ankle.R_z,Knee.R_x,Knee.R_y,Knee.R_z,Hip.R_x,Hip.R_y,Hip.R_z,Hip.L_x,Hip.L_y,Hip.L_z,Knee.L_x,Knee.L_y,Knee.L_z,Ankle.L_x,Ankle.L_y,Ankle.L_z,Wrist.R_x,Wrist.R_y,Wrist.R_z,Elbow.R_x,Elbow.R_y,Elbow.R_z,Shoulder.R_x,Shoulder.R_y,Shoulder.R_z,Shoulder.L_x,Shoulder.L_y,Shoulder.L_z,Elbow.L_x,Elbow.L_y,Elbow.L_z,Wrist.L_x,Wrist.L_y,Wrist.L_z,Neck_x,Neck_y,Neck_z,Head_x,Head_y,Head_z,Nose_x,Nose_y,Nose_z,Eye.L_x,Eye.L_y,Eye.L_z,Eye.R_x,Eye.R_y,Eye.R_z,Ear.L_x,Ear.L_y,Ear.L_z,Ear.R_x,Ear.R_y,Ear.R_z,hip.Center_x,hip.Center_y,hip.Center_z
0,-0.10655177,-0.60343915,-0.3312859,-0.09102216,-0.20181598,-0.04600746,-0.12865584,0.26747757,0.016788332,0.12135318,0.26928312,-0.05269532,0.14628226,-0.18706001,0.003738856,0.16858114,-0.6219034,-0.23382157,-0.16987535,0.2684096,0.19870098,-0.2631836,0.48984563,0.055334166,-0.09378081,0.7332009,0.09854987,0.17769091,0.7068844,-0.044935428,0.18761253,0.45961666,-0.21239504,0.25449046,0.28965333,-0.008869504,0.069101885,0.77935976,0.060817845,0.13031201,0.9776435,0.14707695,0.1520253,0.8430747,0.22722442,0.17967077,0.8914789,0.19469231,0.116541766,0.89695346,0.21893677,0.18433468,0.903955,0.09084815,0.042793427,0.91759217,0.14497785,-0.0036513283848762512,0.268380343914032,-0.01795349270105362
