frame,Ankle.R_x,Ankle.R_y,Ankle.R_z,Knee.R_x,Knee.R_y,Knee.R_z,Hip.R_x,Hip.R_y,Hip.R_z,Hip.L_x,Hip.L_y,Hip.L_z,Knee.L_x,Knee.L_y,Knee.L_z,Ankle.L_x,Ankle.L_y,Ankle.L_z,Wrist.R_x,Wrist.R_y,Wrist.R_z,Elbow.R_x,Elbow.R_y,Elbow.R_z,Shoulder.R_x,Shoulder.R_y,Shoulder.R_z,Shoulder.L_x,Shoulder.L_y,Shoulder.L_z,Elbow.L_x,Elbow.L_y,Elbow.L_z,Wrist.L_x,Wrist.L_y,Wrist.L_z,Neck_x,Neck_y,Neck_z,Head_x,Head_y,Head_z,Nose_x,Nose_y,Nose_z,Eye.L_x,Eye.L_y,Eye.L_z,Eye.R_x,Eye.R_y,Eye.R_z,Ear.L_x,Ear.L_y,Ear.L_z,Ear.R_x,Ear.R_y,Ear.R_z,hip.Center_x,hip.Center_y,hip.Center_z
0,0.19881481,-0.27041513,-0.09485123,0.3324572,0.121550106,0.046898536,-0.025128948,0.27441034,0.11890955,-0.026764171,0.3250918,-0.14767273,0.31167263,0.10919611,-0.175764,0.050778367,-0.2405411,-0.2089181,0.12326715,0.0521007,0.2104807,0.1742798,0.3248658,0.24518444,0.2922147,0.5853734,0.19180825,0.3028355,0.62701154,-0.1297018,0.18189135,0.38690913,-0.24071538,0.14116877,0.112618655,-0.25396955,0.34456092,0.6657881,0.03941047,0.41781983,0.87021935,0.07576269,0.5340041,0.75990784,0.064334795,0.503791,0.81023175,0.035668194,0.4971017,0.7962368,0.10320948,0.4092999,0.8124497,-0.018621031,0.39421523,0.7812721,0.13729766,-0.025946559384465218,0.29975107312202454,-0.014381587505340576
