frame,Ankle.R_x,Ankle.R_y,Ankle.R_z,Knee.R_x,Knee.R_y,Knee.R_z,Hip.R_x,Hip.R_y,Hip.R_z,Hip.L_x,Hip.L_y,Hip.L_z,Knee.L_x,Knee.L_y,Knee.L_z,Ankle.L_x,Ankle.L_y,Ankle.L_z,Wrist.R_x,Wrist.R_y,Wrist.R_z,Elbow.R_x,Elbow.R_y,Elbow.R_z,Shoulder.R_x,Shoulder.R_y,Shoulder.R_z,Shoulder.L_x,Shoulder.L_y,Shoulder.L_z,Elbow.L_x,Elbow.L_y,Elbow.L_z,Wrist.L_x,Wrist.L_y,Wrist.L_z,Neck_x,Neck_y,Neck_z,Head_x,Head_y,Head_z,Nose_x,Nose_y,Nose_z,Eye.L_x,Eye.L_y,Eye.L_z,Eye.R_x,Eye.R_y,Eye.R_z,Ear.L_x,Ear.L_y,Ear.L_z,Ear.R_x,Ear.R_y,Ear.R_z,hip.Center_x,hip.Center_y,hip.Center_z
0,0.17551742,-0.5367499,-0.20490389,0.041426633,-0.12625003,-0.15499003,0.007149969,0.3027388,-0.13588518,-0.0155503545,0.26506448,0.10292388,-0.1876548,-0.106028035,0.017634232,-0.32412404,-0.50887674,-0.05606629,-0.113627106,0.51876193,-0.43492436,0.091284394,0.54160976,-0.2909343,0.031074584,0.7521818,-0.12477269,-0.017571952,0.73892295,0.16665335,-0.0026637353,0.49624273,0.30006373,-0.20779842,0.40093768,0.40511584,-0.024322394,0.8063538,0.01880065,-0.10568542,1.0140107,0.0024979417,-0.20337777,0.8896754,-0.005875364,-0.18307972,0.9383615,0.029341944,-0.17218268,0.9353342,-0.03712412,-0.09383756,0.9471833,0.08496314,-0.068466656,0.9407643,-0.065643765,-0.004200192634016275,0.2839016318321228,-0.01648065075278282
